index,customer_id,order_date,order_id,pages_visited,tshirt_category,tshirt_price,tshirt_quantity,user_agent
3019,fujb8k,08/05/2016,HTS-fujb8k-0001,14,Black T-Shirt M,19,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8"
3020,179244,20/08/2015,HTS-179244-0001,15,Black T-Shirt M,19,1,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8"
3021,109576,31/10/2014,HTS-109576-0001,17,Black T-Shirt M,19,2,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8"
3022,110029,07/01/2016,HTS-110029-0002,17,Black T-Shirt M,19,3,"Mozilla/5.0 (Macintosh| Intel Mac OS X 10_12_3) AppleWebKit/602.4.8 (KHTML, like Gecko) Version/10.0.3 Safari/602.4.8"
3023,wjvg5l,05/10/2015,HTS-wjvg5l-0001,5,Black T-Shirt M,19,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
3024,885508,21/02/2017,HTS-885508-0004,5,Black T-Shirt M,19,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
3025,695667,02/09/2014,HTS-695667-0002,6,Black T-Shirt M,19,2,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
3026,377019,19/12/2015,HTS-377019-0004,7,Black T-Shirt M,19,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
3027,160588,17/02/2014,HTS-160588-0001,7,Black T-Shirt M,19,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
3028,775962,02/05/2015,HTS-775962-0003,8,Black T-Shirt M,19,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
3029,495119,07/03/2015,HTS-495119-0002,8,Black T-Shirt M,19,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
3030,377019,02/07/2014,HTS-377019-0002,8,Black T-Shirt M,19,5,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
3031,587207,04/10/2014,HTS-587207-0002,9,Black T-Shirt M,19,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
3032,270743,23/08/2014,HTS-270743-0002,9,Black T-Shirt M,19,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
3033,377019,30/03/2015,HTS-377019-0003,10,Black T-Shirt M,19,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
3034,698306,11/01/2015,HTS-698306-0002,10,Black T-Shirt M,19,19,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
3035,283291,27/12/2016,HTS-283291-0003,11,Black T-Shirt M,19,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
3036,722946,13/02/2017,HTS-722946-0002,11,Black T-Shirt M,19,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
3037,411431,30/01/2016,HTS-411431-0004,11,Black T-Shirt M,19,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
3038,500834,10/12/2014,HTS-500834-0001,11,Black T-Shirt M,19,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
3039,3ftc0c,16/08/2016,HTS-3ftc0c-0002,11,Black T-Shirt M,19,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
3040,719690,15/05/2016,HTS-719690-0001,11,Black T-Shirt M,19,2,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
3041,216274,31/10/2014,HTS-216274-0001,12,Black T-Shirt M,19,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
3042,500834,26/08/2016,HTS-500834-0002,12,Black T-Shirt M,19,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
3043,vtkppd,20/01/2016,HTS-vtkppd-0001,12,Black T-Shirt M,19,2,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
3044,283291,30/12/2014,HTS-283291-0001,12,Black T-Shirt M,19,3,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
3045,538353,09/10/2014,HTS-538353-0001,13,Black T-Shirt M,19,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
3046,885508,23/07/2016,HTS-885508-0003,13,Black T-Shirt M,19,1,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
3047,283291,22/12/2015,HTS-283291-0002,13,Black T-Shirt M,19,2,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
3048,745779,19/02/2017,HTS-745779-0003,14,Black T-Shirt M,19,3,"Mozilla/5.0 (Windows NT 10.0| WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36"
